method;level;f1_weighted_mean;hierarchial_f1_mean;accuracy_mean;macro_f1_mean;mcc_mean;kappa_mean;r2_mean;pearson_corr_mean;ari_mean;nmi_mean;jsd_mean;jsd_scaled_mean;kl_divergence_mean;kl_scaled_mean;f1_weighted_std;hierarchial_f1_std;accuracy_std;macro_f1_std;mcc_std;kappa_std;r2_std;pearson_corr_std;ari_std;nmi_std;jsd_std;jsd_scaled_std;kl_divergence_std;kl_scaled_std;stability
CellLENS_Lite;level_1;0.9781881409215897;;0.9573847065797274;0.2445470352303974;0.0;0.0;0.9994701378354156;0.9997350280344058;0.0;0.0;0.1456666979262121;0.854333302073788;1.2579145078809677;0.45481386019342607;0.007183406281248305;;0.013730624429909593;0.0017958515703120858;0.0;0.0;0.00024031328492120935;0.00012018975295912979;0.0;0.0;0.023785857684535297;0.023785857684535273;0.419142678628795;0.08047025195557038;0.9281659371875169
CellLENS_Lite;level_2;0.8322031281857851;;0.818414937759336;0.30281548274015585;0.4874975853676771;0.4839515930467136;0.9932902364357943;0.9966358565765274;0.3828056968638084;0.2136456263591276;0.1522273168829225;0.8477726831170775;1.2652918760624738;0.45319757099857105;0.014434575722134128;;0.017084794094358143;0.0072227537301839985;0.03472991154672345;0.03357404931414217;0.005979967967580732;0.0030012126228101837;0.041578713572983005;0.032219215024137444;0.023865925958761882;0.023865925958761896;0.41867766808025014;0.07963000148355139;0.8556542427786588
CellLENS_Lite;level_3;0.6063297811914815;0.7858590792336475;0.5909152341434499;0.3318447919484659;0.49494853857132987;0.48981846123464334;0.8652385519929761;0.9299550580720892;0.29547815579439557;0.34826893743558135;0.2877880352214892;0.7122119647785108;3.4744309140891003;0.23131085697400894;0.023845454543333016;0.017719486922477642;0.02740575246572673;0.01730280394035121;0.030733767814539518;0.031379141743951476;0.042309943175925784;0.022971230896309494;0.023250262325397418;0.021928024810092844;0.024122196964454896;0.024122196964454907;0.8462159430374673;0.05237514039863504;0.7615454545666699
celllens_LITE;level_1;0.9767180001558675;;0.9547954949614701;0.24417950003896688;0.0;0.0;0.9991914501539988;0.999595594947054;0.0;0.0;0.14375213775755852;0.8562478622424414;1.3473981333122182;0.4846959565240816;0.014163804816416475;;0.027100456112964192;0.003540951204104131;0.0;0.0;0.0006950805152469619;0.0003477003808926071;0.0;0.0;0.05509093542260812;0.05509093542260814;0.8320353311415147;0.22100562636044827;0.8583619518358353
celllens_LITE;level_2;0.8243947833653298;;0.8091594546532306;0.2985504762472957;0.46911598655913334;0.46598962982591985;0.9945513968543847;0.9972684029975156;0.364154079790483;0.19604018289904468;0.1474010282836265;0.8525989717163736;1.3517762734942025;0.48394358612359795;0.01195676976730706;;0.02131210902280445;0.004496707281692439;0.02815974973501487;0.02974321989904088;0.005945258560314638;0.002985221342218547;0.030409430137994947;0.022558174583867115;0.05622447931980614;0.05622447931980616;0.8331447544871696;0.22114025958147696;0.8804323023269294
celllens_LITE;level_3;0.5999230573724816;0.77692356677142;0.5823177237700059;0.31764315423570544;0.48177198547482825;0.4757177466684482;0.8500862492271575;0.9218892712421323;0.2857302901295212;0.3415021024300599;0.30486478389435834;0.6951352161056417;3.8485642152641537;0.21380160951605323;0.025595833558217578;0.020280569227120734;0.02597367216377911;0.02126189314612445;0.028368014123024844;0.02889947831869155;0.029683421696454864;0.016063187565358163;0.01727873912881309;0.02077210369636978;0.03413362799274741;0.03413362799274746;0.9704589988715497;0.04789319653505969;0.7440416644178243
celllens_full;level_1;0.9784606409711044;;0.9579893301719029;0.2446151602427761;0.0;0.0;0.9990846991081686;0.9995421039484164;0.0;0.0;0.14312774818065882;0.8568722518193411;1.2476922960126289;0.46957998271777573;0.010351737537628209;;0.019703257172547218;0.0025879343844070644;0.0;0.0;0.001185484068507106;0.0005932353470255256;0.0;0.0;0.033635186158649015;0.03363518615864906;0.6185552041717776;0.11466443374270763;0.8964826246237179
celllens_full;level_2;0.8106095352749696;;0.8005133372851215;0.28851571376055907;0.4242165577999374;0.4198785593605453;0.9904986187713481;0.9952346964038876;0.32136173427492587;0.16587880022823834;0.153639116648337;0.846360883351663;1.258702615726405;0.4667501587461757;0.01573135661573028;;0.02118308977671644;0.007823248925551265;0.03926644208627729;0.037267351211715906;0.005679934297162479;0.002854348701974127;0.04391931912693126;0.030156341911741023;0.02970916228972637;0.029709162289726424;0.613815625254342;0.11301124496767823;0.8426864338426971
celllens_full;level_3;0.55704733445423;0.7652753549556083;0.5540391227030231;0.28640602569382845;0.44303769943085847;0.4362149279620845;0.8328526769951392;0.9124222745044464;0.2541491908756745;0.3122005780743477;0.3387322590861115;0.6612677409138885;3.7810050076893233;0.21324309926766757;0.017521617478067738;0.01885582634446558;0.012057812499600161;0.014840435970925117;0.015423757876696045;0.016910353637886004;0.03724542301163614;0.020563012403094737;0.012352876342162495;0.015147588108947957;0.03466023019561131;0.03466023019561132;0.7701606817838591;0.03205945152638163;0.8247838252193227
deepcelltypes;level_1;0.7485766635881801;;0.5981802015411974;0.03402621198128091;0.0;0.0;0.8656563020422204;0.9304065251502809;0.0;0.0;0.4875875153465617;0.5124124846534384;12.929684382481145;0.07178913552827253;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
deepcelltypes;level_2;0.501451976325836;;0.38999407231772376;0.03165862841680977;0.08117311562179137;0.06373150347863377;0.8040125555256654;0.8966674721019301;0.021767821748025943;0.01237293198064213;0.5003550896758401;0.4996449103241599;12.695458568306593;0.07301690520346317;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
deepcelltypes;level_3;0.1540468267041505;0.34225559601437744;0.11840545346769413;0.018903545695960623;0.022743601754715893;0.021081323106717176;0.31954738060406435;0.5652852205781294;0.008170682355982072;0.021100825998892746;0.670756939175285;0.329243060824715;19.254100829514645;0.04937271757543449;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
flowsom;level_1;0.9524250260577499;;0.9091867219917014;0.23810625651443748;0.0;0.0;0.9970944722107875;0.9985461641620261;0.0;0.0;0.21662651857584608;0.7833734814241539;2.7902330733903655;0.2643769978632665;0.0033395134488502566;;0.006075196804648847;0.0008348783622125748;0.0;0.0;0.0003883502904696304;0.0001944482306170752;0.0;0.0;0.007442766973403849;0.007442766973403869;0.19434603334759537;0.013191859399104108;0.9666048655114974
