method;level;f1_weighted_mean;hierarchical_f1_mean;accuracy_mean;macro_f1_mean;g_mean_mean;mcc_mean;kappa_mean;r2_mean;pearson_corr_mean;ari_mean;nmi_mean;jsd_mean;jsd_scaled_mean;kl_divergence_mean;kl_scaled_mean;train_time_mean;inference_time_mean;f1_weighted_std;hierarchical_f1_std;accuracy_std;macro_f1_std;g_mean_std;mcc_std;kappa_std;r2_std;pearson_corr_std;ari_std;nmi_std;jsd_std;jsd_scaled_std;kl_divergence_std;kl_scaled_std;train_time_std;inference_time_std;stability;overall_score_mean
leiden_res0_8;level_2;0.748430858305926;;0.7402552741793675;0.6382473719748666;0.6520174901604454;0.5610476030605869;0.557363053016135;0.9798969360132542;0.9898840244679306;0.3960374894461361;0.30695103495291665;0.0869362284405411;0.9130637715594588;0.03287322554063391;0.968240792271694;326.90999999999997;326.90999999999997;0.005753883725923506;;0.007981798348572702;0.005245210094099803;0.016706612995161452;0.0077654761054808865;0.0082919723606004;0.011397375352337976;0.005761305887957801;0.011599250071300868;0.004971571674337486;0.013023575902433073;0.013023575902433072;0.009670573778235884;0.009046916465290019;0.0;0.0;0.9712305813703824;0.731377021314954
leiden_res0_8;level_3;0.5269053788592221;0.7098171395075472;0.5425879968296454;0.4567712977710362;0.4775101743548834;0.47434636220429305;0.4712766906908664;0.8411460455362751;0.9169502858210089;0.2578919364749421;0.32932697457343824;0.20462841510030536;0.7953715848996946;0.14769811427437035;0.8713951404088608;326.90999999999997;326.90999999999997;0.01060627160376576;0.006718557350277228;0.009960731430691164;0.005346676966093526;0.0460883358995963;0.01019851888702511;0.010099463703909331;0.03795994476989053;0.020863211313369927;0.010487112644118576;0.009429191820684761;0.010544899130487478;0.010544899130487482;0.012786821827186788;0.009635212090254301;0.0;0.0;0.9469686419811711;0.60387162624094
leiden_res1_0;level_1;0.8489040457315365;;0.8390698560780289;0.41735163054663194;0.6986419650001278;0.38050116575477244;0.3690788054311101;0.9791362478305052;0.9895082700633264;0.4774926379478709;0.30961937410505486;0.2753476384165655;0.7246523615834345;2.4915567734678703;0.2944599930398651;373.128;373.128;0.00832625170877384;;0.018791466236488388;0.005423373997405036;0.04101888879492802;0.018243457810361637;0.021673430117342234;0.006857805060608424;0.003469745449664167;0.030999740670851785;0.019946678304412036;0.02009130455242854;0.020091304552428565;0.6761934119661496;0.05243816064843777;0.0;0.0;0.9583687414561308;0.6954901556488794
leiden_res1_0;level_2;0.7518298693970803;;0.7435200464292365;0.6419941953907043;0.653733216547737;0.566164819066669;0.5628701442948241;0.9839680839947906;0.9919474013230986;0.40268426220590914;0.31121691504358556;0.07994688749863561;0.9200531125013643;0.028483297348095776;0.9724173047091371;373.128;373.128;0.012921749763084486;;0.015390258228000418;0.012440192887894864;0.025852751157738253;0.020675821701858495;0.020973290315091365;0.006455097776115422;0.0032474996425021856;0.022426101641654914;0.019066858618612053;0.016780686276510044;0.01678068627651006;0.012348464025406167;0.011637038663671702;0.0;0.0;0.9353912511845776;0.73115223036521
leiden_res1_0;level_3;0.5357475266691429;0.7133969920402565;0.5497724014569771;0.46422919547806696;0.48398143099655194;0.48234912137214414;0.47969145931578316;0.8590917208943045;0.9268375976982342;0.2668660768312839;0.33565049257858265;0.19737993975620063;0.8026200602437994;0.13564001859551006;0.880605456728699;373.128;373.128;0.017456656486317584;0.014373430000956275;0.014385866447989068;0.018080273151657396;0.03258873028210361;0.01619319906890514;0.016265496009554466;0.01656764660469648;0.00892947277775354;0.01594659420729023;0.01410346505844188;0.009094460606790348;0.009094460606790344;0.009043373549058;0.00702137912651439;0.0;0.0;0.9127167175684121;0.6085890908093722
leiden_res2_0;level_1;0.8542022295979042;;0.848627695559338;0.42490144144442665;0.7339925066275395;0.4019682003584699;0.39248940837041396;0.9822896229758437;0.9911048145074435;0.5024715231530064;0.3245612482899901;0.2664614917013659;0.733538508298634;2.1162513171787984;0.32255649203388415;425.86800000000005;425.86800000000005;0.003575452884067808;;0.007093346528923389;0.0015430782217701843;0.005898502047649186;0.01038913618089446;0.011371749532489784;0.0020660046402520243;0.0010426145079677515;0.020049730123303872;0.01641580676242592;0.007768908723220403;0.007768908723220423;0.25438100247416795;0.025475595259814847;0.0;0.0;0.982122735579661;0.708908630171834
leiden_res2_0;level_2;0.7621429454892086;;0.7552685489564249;0.6540159924349178;0.6674101004954972;0.5815605488870648;0.5790408657581406;0.9859175127790311;0.9929214355825791;0.42481206763357704;0.32724710654104366;0.0788852930243675;0.9211147069756326;0.02746581481614042;0.9732868344343306;425.86800000000005;425.86800000000005;0.003537703452868978;;0.004761132169797866;0.006004696002028553;0.006602616706701856;0.006083154392532773;0.005530848390266758;0.010986918513084119;0.005537998246361219;0.0070951072293578945;0.0061996775778151835;0.008006292581250322;0.008006292581250248;0.005001089646930962;0.004736581041364268;0.0;0.0;0.9823114827356552;0.7464434889173999
leiden_res2_0;level_3;0.5583502135431424;0.7266561771898141;0.5675619020395082;0.4941964697251497;0.4807331795764586;0.5011687414265416;0.4992965615210819;0.9128621489591027;0.9553925059094608;0.28132542058827636;0.34902262152863933;0.17118778305937718;0.8288122169406229;0.10278257463431784;0.9068149731663203;425.86800000000005;425.86800000000005;0.003702179961710436;0.003945661242423932;0.0025294677687335318;0.011197644290971634;0.050629575304771905;0.0033086253907318656;0.0032288703093005565;0.0199913102411005;0.010446806398583698;0.003989343649706699;0.001135260643507668;0.00723644286968055;0.007236442869680552;0.005490037593969851;0.004497004144568486;0.0;0.0;0.9814891001914479;0.6390714515448568
logistic_regression_default_StratifiedGroupKFold;level_1;0.8513679641685308;;0.8308659549660751;0.43315608915237186;0.8076286437910394;0.42361249725215966;0.39959377415350955;0.9579489455542012;0.9786157115690761;0.5246136624331739;0.4008321971711631;0.30620745379364134;0.6937925462063587;3.7702522270329526;0.24767536805348334;2.04;1.036;0.04796698209670468;;0.06238212957211703;0.06298274920659475;0.036258955438315234;0.0829674880987703;0.08716306195761303;0.03505983786419156;0.018035888678964395;0.09277502343805219;0.07486055995187166;0.07113189229374627;0.07113189229374631;1.8990081618344896;0.12830985317301075;0.0;0.0;0.7601650895164767;0.684437743196175
logistic_regression_default_StratifiedGroupKFold;level_2;0.7834618156978516;;0.7791838148366599;0.685905581466867;0.7685318861512048;0.6374483642996718;0.6295777525701777;0.9295301026699754;0.9629872266711654;0.484608444327215;0.4047434713197511;0.11602205860393104;0.883977941396069;0.06478525768587112;0.94158160220267;2.04;1.036;0.07509132873650363;;0.07604321841569961;0.08525344470914868;0.03941926087647913;0.08071945269597328;0.08807627860187038;0.09790393747728383;0.05226978020511439;0.14426682803762164;0.08440679408868945;0.05977499243247685;0.05977499243247685;0.061761968571916764;0.052293826209317225;0.0;0.0;0.6245433563174818;0.7241384954285627
logistic_regression_default_StratifiedGroupKFold;level_3;0.6425076142240813;0.7588450040589226;0.6442925851041876;0.607094511674777;0.6218688120971654;0.5988874354795548;0.5935495103533901;0.710324788524666;0.8330681717080483;0.40179993749716825;0.44803639751672186;0.17736599873239023;0.8226340012676097;0.15038887442275145;0.8785459497517426;2.04;1.036;0.08395539744606319;0.07671716926852154;0.08219769208489483;0.08936767402132714;0.09265176144452036;0.08697251544160328;0.090444060084404;0.22880983085478138;0.1428382381037897;0.09737593574506169;0.07300148522470691;0.08610961865332091;0.08610961865332091;0.13769463068050405;0.0971662138841384;0.0;0.0;0.5802230127696841;0.6235275074817286
maps;level_1;0.9213366627021985;;0.9207762514656013;0.7630994697222393;0.835724865095699;0.6843710570272274;0.6803436123041986;0.997823008732813;0.9989100396176924;0.6406851242903707;0.49637653280138067;0.05806997577294828;0.9419300242270516;0.020151463326556644;0.9808597726323827;509.244;257.315;0.039448680678880084;;0.03913769383275405;0.10368309912622596;0.02799288761749022;0.10330572713804743;0.10671272472934495;0.002945994099024774;0.0014754168025519524;0.11940256481615803;0.11011285583193918;0.05648088291516311;0.056480882915163046;0.02892356970027968;0.027037008392282225;0.0;0.0;0.8027565966055996;0.8233446469408824
maps;level_2;0.8398162470847199;;0.8393179022349704;0.7585602789570578;0.8181339937304071;0.7256212753080084;0.7225567585264616;0.980273857121723;0.9900228603227502;0.5957537708267652;0.500527368851748;0.06917988185334402;0.930820118146656;0.025786724151461594;0.9757242058765337;509.244;257.315;0.059653687223343355;;0.05750739696535381;0.09431338961617827;0.029504474475131933;0.07590608336175803;0.07839232395933278;0.02496766426476993;0.012678385153635733;0.11719391395679273;0.09210229160332284;0.056470285244401314;0.05647028524440134;0.03468370234178869;0.031898161778186475;0.0;0.0;0.7017315638832833;0.7948505015850823
maps;level_3;0.7171140541395257;0.8208975351390062;0.7196168554007226;0.6962222859888569;0.7253777229197395;0.6818384929166517;0.6790301057611079;0.8378928560409161;0.9077577048996789;0.49767926605549545;0.5358039879948174;0.1215389476199171;0.8784610523800829;0.07404571391279449;0.9357332268575025;509.244;257.315;0.09256740119777744;0.06136331791303716;0.08851364386873534;0.10193254683969945;0.0792923900076718;0.09505564870304996;0.09767638499638241;0.21774462321362098;0.1316662695804418;0.11189041077518787;0.08142798718865353;0.07739535250871014;0.07739535250871016;0.08855093888509312;0.07092773491627662;0.0;0.0;0.5371629940111129;0.6971460683571187
most_frequent_default_StratifiedGroupKFold;level_1;0.8186432815663979;;0.8762906094681819;0.23348448434249153;1.0;0.0;0.0;0.9973200355795665;0.9986588899219286;0.0;0.0;0.25367501172353235;0.7463249882764676;0.190917823382728;0.8403828803490654;0.0;0.0;0.0333214891157619;;0.02318938951395248;0.0032645501971981525;0.0;0.0;0.0;0.0015104039754917965;0.0007559426792928663;0.0;0.0;0.02600881714946583;0.026008817149465784;0.03782405420792149;0.02733803615587177;0.0;0.0;0.8333925544211905;0.5286433172555286
