method;level;f1_weighted_mean;hierarchical_f1_mean;accuracy_mean;macro_f1_mean;g_mean_mean;mcc_mean;kappa_mean;r2_mean;pearson_corr_mean;ari_mean;nmi_mean;jsd_mean;jsd_scaled_mean;kl_divergence_mean;kl_scaled_mean;train_time_mean;inference_time_mean;f1_weighted_std;hierarchical_f1_std;accuracy_std;macro_f1_std;g_mean_std;mcc_std;kappa_std;r2_std;pearson_corr_std;ari_std;nmi_std;jsd_std;jsd_scaled_std;kl_divergence_std;kl_scaled_std;train_time_std;inference_time_std;stability;overall_score_mean
flowsom_meta_clusters;level_2;0.6156446482913998;;0.6667373998341781;0.4333423605674798;0.6238170848825692;0.5248054844092839;0.4999772152612861;0.7674422800080795;0.8708616012494702;0.4701013000478738;0.3655136159720737;0.3145817578990235;0.6854182421009766;0.3302288280001929;0.7547841250147012;;28.822000000000003;0.03794739954070668;;0.04899843362564251;0.016235121874565016;0.16191782063660257;0.05259970598683125;0.057209979786710184;0.17566650722418872;0.10416727784072123;0.017954434466398047;0.01153941804707887;0.04228885517565405;0.04228885517565406;0.09160980873477574;0.052980110336205775;;0.0;0.8102630022964666;0.6287972546628353
flowsom_meta_clusters;level_3;0.5207781609697473;0.6527912221144021;0.5795066325105681;0.2023368945721028;0.5177091357407316;0.4376180220703765;0.40887365919255975;0.7927253564197204;0.8892607573015225;0.44746686442551215;0.3399821233485303;0.44953264657952813;0.5504673534204719;0.7436124403623122;0.57977292713036;;28.822000000000003;0.013182000188938489;0.04167198105634088;0.012978079743112252;0.025003387692996055;0.08772524491943601;0.012022853967717444;0.017071031395461185;0.08805128379546241;0.04825758315427326;0.04821336339667622;0.01658288150407198;0.04846097501433281;0.048460975014332795;0.18759865153729693;0.07012712596887369;;0.0;0.9340899990553075;0.5791840385019351
leiden_res0_5;level_1;0.763639955323301;;0.7798760492390351;0.5620556619729007;0.7801439878680154;0.6529130182920068;0.6422078638646852;0.8836018185452458;0.9396584633419298;0.5019760037767645;0.4019330445911059;0.17500002669340428;0.8249999733065957;0.10052627515792083;0.9089068041229303;678.566;678.566;0.023111828877750526;;0.022885329559198052;0.020953121165052897;0.025080070516248987;0.03243449152436556;0.03643747806222714;0.05354796408182092;0.02836791354525475;0.046910862453439825;0.03459202630225058;0.014781363974261285;0.014781363974261311;0.02036823999395769;0.01692727904410312;0.0;0.0;0.8844408556112474;0.7344855211074575
leiden_res0_5;level_2;0.7176751364108158;;0.7456379876486764;0.5331468180266165;0.6315597416498455;0.6266398992928407;0.617168521807574;0.9388133230047171;0.9688973424610694;0.5376113699234242;0.40938221292218435;0.19228373653316153;0.8077162634668384;0.12241016587392872;0.8913397587024117;678.566;678.566;0.012744727973629442;;0.008601441991512344;0.017836114034745734;0.04551447328951747;0.013690259320992052;0.01682757095133541;0.015538293742576845;0.00800490291901637;0.030304248953029692;0.01603334350230251;0.019054702639395047;0.019054702639395044;0.02651962925359131;0.021156174019766036;0.0;0.0;0.9362763601318528;0.7357629731897319
leiden_res0_5;level_3;0.5672178920151214;0.7312719167341806;0.6337362207049836;0.2924518903215397;0.4897166555515146;0.49697015095114117;0.4862316686308678;0.9415251703054496;0.9703062495869361;0.5486835032478755;0.3883371729700973;0.3470754618975199;0.6529245381024801;0.38226723307161004;0.724596912052509;678.566;678.566;0.01971755074489524;0.008235550429822084;0.008747211339497487;0.032109686466339236;0.10124977981439336;0.015615006757106692;0.018941928303387347;0.012096434909009541;0.006220160567078174;0.0369385496085637;0.016732315316271822;0.02809524834973279;0.02809524834973275;0.060735535631476344;0.03266077669238152;0.0;0.0;0.9014122462755239;0.6487261102266043
leiden_res0_8;level_1;0.7681050470708412;;0.7868064412393326;0.5692287824295436;0.7692908670150942;0.6603479148357335;0.6479644626962837;0.8969163547568837;0.9468096217212866;0.4989549517194184;0.4090457558142525;0.17203758841476388;0.8279624115852361;0.0956889874660602;0.912768854821603;754.646;754.646;0.014759785512497547;;0.015642181798480627;0.015544419050935242;0.010627432163822618;0.020098305796544164;0.023452228909101088;0.04656991472737613;0.02418405913194618;0.028744772792587202;0.022880880666564494;0.009719764771769642;0.009719764771769623;0.012794174118995999;0.010823548552541265;0.0;0.0;0.9262010724375123;0.7445927387674262
leiden_res0_8;level_2;0.7326005554133904;;0.7586902259159034;0.5574601374739977;0.6648569294021465;0.642718996368863;0.6324500420796436;0.9651231665473565;0.9823718491536333;0.5313585944663;0.4143788185481411;0.17802115616162878;0.8219788438383713;0.10306568268744638;0.9067483521665354;754.646;754.646;0.019095821865400243;;0.01655076405188097;0.023781183412638403;0.037355770897346485;0.023998941453818062;0.026336853551015445;0.018303487411340535;0.009267991815088295;0.026855121501824727;0.02313165293790263;0.013501918532925292;0.01350191853292532;0.017415232084158225;0.014570311453082053;0.0;0.0;0.9045208906729988;0.7452549397880097
leiden_res0_8;level_3;0.6158217567231068;0.7456410336540256;0.6683558038751567;0.37394432816656026;0.5161271159742088;0.5404231614167905;0.5312940540519827;0.9749885903191373;0.9874105732633162;0.5575699682750381;0.40819439632996;0.276349403182208;0.723650596817792;0.24241400682362682;0.8057018226052776;754.646;754.646;0.02267072588029985;0.0157778846522554;0.014518152069686227;0.031842271023956044;0.01909913017404973;0.021355478716427928;0.022585864115432855;0.006597735740368765;0.0033447957610859692;0.022178258207154394;0.016921773373978984;0.025362215961682734;0.025362215961682734;0.044721340106580486;0.02838553120386421;0.0;0.0;0.8866463705985007;0.6818282896321767
leiden_res1_0;level_1;0.7666124033274554;;0.7848598936377339;0.566648613714032;0.7698006959059829;0.656535244885192;0.6455739349895621;0.9048434095915102;0.9511351205782775;0.49927740845948543;0.40144920753374536;0.16912527175948178;0.8308747282405182;0.09174394516738542;0.9160202008040192;735.668;735.668;0.003881186943144832;;0.003195613410076591;0.0022673882620506264;0.010833492444545451;0.0047513499284327744;0.006550343478076894;0.02923685493262832;0.01522300865695378;0.015063159400614314;0.006349852931493968;0.007141913226302097;0.007141913226302059;0.009369517883975297;0.007939090005044324;0.0;0.0;0.9805940652842758;0.7506755660519472
leiden_res1_0;level_2;0.736718668760664;;0.7612234942038909;0.5621147810234373;0.6763590804019883;0.6467204673824014;0.6374711343766484;0.9669116150681841;0.9832974831900969;0.5358668240169078;0.41100665802758957;0.17470678766549289;0.825293212334507;0.09853421007712512;0.9104011729873023;735.668;735.668;0.002221091222808694;;0.0016575493835495377;0.006552367474277515;0.008553105832159097;0.002092429814025843;0.003908758529683997;0.01354388462675264;0.006862454025815952;0.016745496085925345;0.004135640554385575;0.009853562296951515;0.009853562296951597;0.012618451105713916;0.010583339250420183;0.0;0.0;0.9888945438859565;0.7576910013231319
leiden_res1_0;level_3;0.6233834121582218;0.7473757401066891;0.6716936801737848;0.38743890049391305;0.5058112470194456;0.5461377306106037;0.537952843062325;0.976073568705667;0.9879637405901025;0.5634262733904934;0.4029266395002663;0.2662011259840412;0.7337988740159588;0.22610369644746187;0.815629234518634;735.668;735.668;0.011721792138667827;0.0007741035542247346;0.007204349272501444;0.009483180328183254;0.04095994811179181;0.011738214056552598;0.012778351237559923;0.0024362037877565875;0.0012328751352990827;0.017298048762993304;0.007541848131087907;0.005688577259780558;0.00568857725978052;0.009321058990117672;0.0061715689732019016;0.0;0.0;0.9413910393066609;0.6928290209435303
leiden_res2_0;level_1;0.7853744943791268;;0.8023683214581825;0.5824278855829695;0.6854753108545726;0.6810766571821035;0.6758807004604735;0.9547348163616196;0.9770828657573757;0.5401629571646442;0.42026506418589815;0.15339902725227256;0.8466009727477275;0.07223147154705489;0.9326501733768848;717.2560000000001;717.2560000000001;0.005406403439152538;;0.005503457302714745;0.007364867353022359;0.24193987408786502;0.007855558882409503;0.008405263774300238;0.014471049200935502;0.0074069059814070425;0.009195085691880486;0.008686615588723386;0.004695937340621241;0.004695937340621214;0.004931958676808356;0.004275161695654203;0.0;0.0;0.9729679828042374;0.7746751867945258
leiden_res2_0;level_2;0.7485936945505253;;0.7717971547765671;0.5722520567915825;0.6131272039924014;0.6626135705919969;0.6576130953618158;0.9815795318868255;0.9907412296637383;0.5679678228795855;0.42126633517876294;0.16088918038877592;0.839110819611224;0.08092115001365932;0.9251674336518768;717.2560000000001;717.2560000000001;0.005252719916608649;;0.005440177678480934;0.00877364993775131;0.18181293251507064;0.007839868347641544;0.0077581886510922245;0.007458251519512917;0.0037662533121344205;0.004801319849011516;0.009600979376797367;0.006279866337524711;0.006279866337524731;0.006954149348267018;0.005940087317067168;0.0;0.0;0.9737364004169567;0.7696549507688437
leiden_res2_0;level_3;0.6543723365054288;0.7578269145846812;0.6893303027452491;0.45648926679491614;0.42642832023451643;0.5751608297142667;0.5710485683004214;0.984543929777945;0.9922405279149095;0.5994105617963446;0.4128085016191605;0.20633382133725447;0.7936661786627455;0.134238490423397;0.8818589510109284;717.2560000000001;717.2560000000001;0.01076677756487154;0.00539886391389158;0.008205838984239605;0.02743898096032256;0.05175852892128416;0.010929101905160101;0.010820127778931633;0.003620742748601171;0.0018250140707091302;0.0037416687261112727;0.008840311755065137;0.016395404957245372;0.016395404957245376;0.019458778238055207;0.015313581599090634;0.0;0.0;0.9461661121756423;0.7187513817472359
logistic_regression_default_StratifiedGroupKFold;level_1;0.8841679256704318;;0.8806692289086098;0.7925609680283641;0.8132154519533211;0.8166880442755013;0.8120970687689241;0.9476536890565344;0.973384080706165;0.7183168204945759;0.6194383607488213;0.06390992114865217;0.9360900788513478;0.017163031092742975;0.983164910520188;4.779999999999999;2.419;0.012686902565336989;;0.012390016335393522;0.011912112684456634;0.014822402333488319;0.017392042391279842;0.019440120013215875;0.028925704053256326;0.014879536465744914;0.03899661991459119;0.02423195064591994;0.012820986460636794;0.012820986460636839;0.007121677414349383;0.006845448362089905;0.0;0.0;0.9365654871733151;0.8624559236758246
logistic_regression_default_StratifiedGroupKFold;level_2;0.8637738435814605;;0.8582670632405927;0.7883328565302277;0.8173949212443066;0.8049572934164235;0.8012316349261411;0.9738684910259684;0.9867912584926588;0.7127038337321838;0.6199990401746232;0.0669735442471753;0.9330264557528247;0.018809723677376856;0.981577032631702;4.779999999999999;2.419;0.014612408378002671;;0.014878915415171116;0.01375934220119526;0.012698965043877013;0.01825753060339608;0.019630183428918514;0.023196225502235452;0.01180588774950286;0.04044355544699866;0.025820707581709054;0.012212093595226119;0.012212093595226096;0.007249474154611709;0.006935976066669392;0.0;0.0;0.9269379581099867;0.8574293592284048
logistic_regression_default_StratifiedGroupKFold;level_3;0.8391538951112395;0.853092795330537;0.8279215988553222;0.7464084911155876;0.8169961841926762;0.7834740899239808;0.7802060578678564;0.9928525370614171;0.9964186477164482;0.7355220316323292;0.6467321709969325;0.09221244101735082;0.9077875589826492;0.03875318359602591;0.962905109926169;4.779999999999999;2.419;0.015322807476207845;0.01524694887600052;0.018005353394604483;0.02439549385409997;0.01349583179822374;0.01903097320223833;0.020215601576607144;0.0034630417161509;0.0017376508357912937;0.038141344704124974;0.02057068005203793;0.019947380213177934;0.019947380213177966;0.01727939804801848;0.015969468100662295;0.0;0.0;0.9233859626189608;0.847260367989238
maps;level_1;0.9314546957834752;;0.9311212234124724;0.8810426140767007;0.8824079130973821;0.8916470704278551;0.8900222765495812;0.9826258697322834;0.9912722328223864;0.8214533142451529;0.7393140191276208;0.03231111716068698;0.967688882839313;0.004278707902081595;0.9957411760770855;568.946;289.522;0.005018510128363244;;0.005343118730097194;0.006727134415430417;0.00917989958535025;0.00793184702413675;0.008422373557861188;0.005070478787377061;0.002556894504014299;0.014906533748824865;0.012764250486343885;0.00559927218789254;0.005599272187892549;0.0014475992341597273;0.0014348902919424724;0.0;0.0;0.9749074493581837;0.9217274162675656
maps;level_2;0.9213860726252868;;0.920397921854015;0.8780016253696991;0.8877943671435237;0.8876265630826456;0.8864329220203644;0.990203350136064;0.9950886028542602;0.8270316974403858;0.7453428956088117;0.033528186383314215;0.9664718136166858;0.004596929786205403;0.9954255716650053;568.946;289.522;0.005407760369389306;;0.005763355201814976;0.006697774226525859;0.0072190471841421305;0.007393063999278741;0.007785100759660102;0.0031644569078070795;0.0015900493783104898;0.014703338630308338;0.011289903101408873;0.005130428741535458;0.005130428741535464;0.0013632773027510018;0.00135072142716314;0.0;0.0;0.9729611981530535;0.9199033281706416
maps;level_3;0.9037548631331356;0.9172882123456201;0.9012760695242372;0.8474691385481006;0.8836366741085447;0.8724835827477053;0.8715022828846675;0.9982941818926399;0.9991466953188676;0.8395964456788562;0.7613428778475383;0.04301603794086737;0.9569839620591326;0.007890554245296187;0.9921789843330171;568.946;289.522;0.005421688292567296;0.005716706161275483;0.005303061112721657;0.004743948017160618;0.0042517121296834805;0.005681675980712908;0.005956645239926219;0.0005613369762772043;0.0002809048457028949;0.01490442798257943;0.00699241131821483;0.0076302540678310875;0.007630254067831077;0.0031564852919923874;0.0030993533688800346;0.0;0.0;0.9728915585371635;0.9118238686961525
