method;level;f1_weighted_mean;hierarchical_f1_mean;accuracy_mean;macro_f1_mean;g_mean_mean;mcc_mean;kappa_mean;r2_mean;pearson_corr_mean;ari_mean;nmi_mean;jsd_mean;jsd_scaled_mean;kl_divergence_mean;kl_scaled_mean;train_time_mean;inference_time_mean;f1_weighted_std;hierarchical_f1_std;accuracy_std;macro_f1_std;g_mean_std;mcc_std;kappa_std;r2_std;pearson_corr_std;ari_std;nmi_std;jsd_std;jsd_scaled_std;kl_divergence_std;kl_scaled_std;train_time_std;inference_time_std;stability
celllens_full;level_2;0.8646414547975132;;0.8401226121442905;0.5718085721584041;0.6991314737747818;0.6868108059648635;0.6808044767738285;0.9726008766023556;0.98619374595847;0.6587237894760701;0.4699245306655658;0.18863812287189646;0.8113618771281036;2.024412424289674;0.34470864440061844;;;0.0153759407841113;;0.007510822248043767;0.024664064350483694;0.030139419061974867;0.022881537466450247;0.02189812171519128;0.010537166953060362;0.005335264140158834;0.011399056047434145;0.032226810195190685;0.028920470357845358;0.02892047035784541;0.677419594321479;0.07948521090826216;;;0.9231202960794435
celllens_full;level_3;0.7271365479396168;0.8297431179266599;0.7317094597797406;0.20599319538865696;0.6636902432390077;0.5103069429943213;0.5025175738170506;0.9598087199234145;0.9796851388227477;0.6741843993820533;0.42758431830530574;0.36073682340187174;0.6392631765981283;3.864987521623783;0.20773544740768082;;;0.018658055011053575;0.005646803354295095;0.012716713190933825;0.03366602792008676;0.15495109177417657;0.01694787397441169;0.01832802512512426;0.011082911798403894;0.00567325890340127;0.010072499641942316;0.01255750444063532;0.04108821693268243;0.04108821693268246;0.6005530714455761;0.022138865768479947;;;0.9067097249447321
cellsighter;level_1;0.9338620120957183;;0.9155944761534849;0.4642431942643353;0.9192574172558114;0.8269919101490986;0.8222774672063664;0.9970660738972317;0.9985315107969523;0.7490075042411048;0.6154580727271595;0.14096110878342355;0.8590388912165764;1.1293874157186714;0.4741355096587598;;;0.003580171820418421;;0.006471466360676736;0.0012595893172813644;0.004254238542599879;0.009212636018480826;0.010962369610440365;0.002112358301839803;0.0010582076755705733;0.01495218947742484;0.007043395833548338;0.014331528944402186;0.01433152894440218;0.23520579610583234;0.051356165935637715;;;0.9820991408979078
cellsighter;level_2;0.9178666503389106;;0.8981951330552898;0.5121265828189644;0.8570474348608584;0.8081232165665302;0.8036301390865755;0.9992880547729047;0.999643948662246;0.7674139568103288;0.6138890779076104;0.1424462464712107;0.8575537535287893;1.1312623956443975;0.4737621080250597;;;0.00466131432403421;;0.00842510038868788;0.004991142797738702;0.011553682927647848;0.011016976063244616;0.01278991654290986;0.00039145454731191954;0.0001958183399268461;0.01571655992364524;0.007346894392500687;0.015390295536357745;0.01539029553635774;0.23661960875500324;0.05154993936094658;;;0.976693428379829
cellsighter;level_3;0.8961737352839547;0.8934820224565769;0.8614320446499741;0.4001999745278774;0.7471727809785587;0.7604503720307342;0.7560518793180391;0.9966133096030594;0.9983051635513783;0.7890137969009959;0.6189713888273244;0.20616955531256562;0.7938304446874345;2.357900853526813;0.30181291548828504;;;0.002358841415139632;0.008848741866347421;0.009245886324736982;0.004802877315854199;0.021543975163119684;0.01045738453045302;0.01189643212843653;0.0007405049694274154;0.0003708600059330026;0.015610720493787917;0.004877439094515175;0.017984326748191174;0.01798432674819118;0.4426906499094546;0.03831019795355138;;;0.9882057929243019
deepcelltypes;level_1;0.6322526246006601;;0.6052773783753891;0.07574787308923302;0.6047113378023585;0.24204705044336944;0.2326350383180312;0.9366078668375504;0.9677850313150904;0.07481447077176744;0.045792731321969184;0.19957934941105823;0.8004206505889417;1.7168704002857542;0.36807055643685554;;6418.904;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1.0
deepcelltypes;level_2;0.5534448895229443;;0.5028488362906667;0.05716313276115502;0.41016043881563113;0.18738829530707046;0.17233185152731234;0.8193309149355462;0.9051689979973607;0.1035237701094398;0.04012915124430106;0.3140803581820828;0.6859196418179172;1.9473038239089195;0.3392931505357091;;6418.904;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1.0
deepcelltypes;level_3;0.49855345425574626;0.4955928397998594;0.44420041397399235;0.039970874810269195;0.11635737553673556;0.14325666436080253;0.1348737227541582;0.8684122109352174;0.9318863723304561;0.15140081102486658;0.03452096470667301;0.432831809945183;0.5671681900548169;8.101798938591791;0.10986839049585924;;6418.904;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;1.0
deepcelltypes_adapted;level_1;0.6321720838832167;;0.6050087692964022;0.4039081999156542;0.6043075809384073;0.24214828440575742;0.23244641739845862;0.8834848171430005;0.9399387305260916;0.07467236332118973;0.04699831814623066;0.2002740173814944;0.7997259826185056;1.818357218649045;0.35481662628960187;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;1.0
deepcelltypes_adapted;level_2;0.5534392032744332;;0.5027698336203764;0.3000883233818851;0.4098657493541863;0.18764675987256585;0.17227273867761717;0.6856711135249235;0.8280526031146351;0.10314050893544394;0.041573407657959964;0.31426065493562844;0.6857393450643716;2.1061869313806625;0.3219381260983904;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;1.0
